time,temp
91.5,25.59888201
92,25.62351785
92.5,25.64670442
93,25.64670442
93.5,25.71771287
94,25.74234835
94.5,25.76553465
95,25.79017007
95.5,25.83799176
96,25.81335634
96.5,25.88581352
97,25.90899988
97.5,25.93363545
98,25.95682193
98.5,25.95682193
99,26.0046443
99.5,26.02783105
100,26.07565409
100.5,26.12347769
101,26.12347769
101.5,26.195939
102,26.219127
102.5,26.195939
103,26.219127
103.5,26.24376448
104,26.219127
104.5,26.24376448
105,26.33796897
105.5,26.29014158
106,26.38579748
106.5,26.36260775
107,26.48145825
107.5,26.48145825
108,26.55248276
108.5,26.52929072
109,26.60031751
109.5,26.62496031
110,26.62496031
110.5,26.67279763
111,26.69599213
111.5,26.72063677
112,26.76847782
112.5,26.76847782
113,26.76847782
113.5,26.8627162
114,26.8627162
114.5,26.91056354
115,26.88736455
115.5,26.88736455
116,26.9584132
116.5,27.00626526
117,27.0309173
117.5,27.05411984
118,27.07877322
118.5,27.14983694
119,27.22090686
119.5,27.24556528
120,27.24556528
120.5,27.24556528
121,27.29343392
121.5,27.34130567
122,27.34130567
122.5,27.38772982
123,27.41239391
123.5,27.41239391
124,27.46027382
124.5,27.46027382
125,27.53137464
125.5,27.53137464
126,27.53137464
126.5,27.60393468
127,27.6271557
127.5,27.65037761
128,27.65037761
128.5,27.69827568
129,27.7461777
129.5,27.7461777
130,27.79408377
130.5,27.79408377
131,27.81876427
131.5,27.88990846
132,27.86667667
132.5,27.93782728
133,27.98575055
133.5,27.93782728
134,27.96106224
134.5,28.0089877
135,28.03367836
135.5,28.10485251
136,28.10485251
136.5,28.12954804
137,28.12954804
137.5,28.17749009
138,28.22398408
138.5,28.27193597
139,28.29664046
139.5,28.31989301
140,28.31989301
140.5,28.3925652
141,28.3925652
141.5,28.4158229
142,28.44053561
142.5,28.44053561
143,28.51177455
143.5,28.51177455
144,28.55975879
144.5,28.58302594
145,28.60774877
145.5,28.60774877
146,28.67901741
146.5,28.70374634
147,28.75175413
147.5,28.70374634
148,28.798313
148.5,28.77503283
149,28.82304978
149.5,28.798313
150,28.871073
150.5,28.89435928
151,28.91910262
151.5,28.91910262
152,28.94239203
152.5,28.96713871
153,28.99043131
153.5,29.0151814
154,29.06177462
154.5,29.08652987
155,29.13458934
155.5,29.18265576
156,29.18265576
156.5,29.18265576
157,29.20596321
157.5,29.27880978
158,29.27880978
158.5,29.32544028
159,29.3735352
159.5,29.3735352
160,29.35021553
160.5,29.44642049
161,29.49453429
161.5,29.54265578
162,29.51786496
162.5,29.54265578
163,29.5659902
163.5,29.59078505
164,29.61412328
164.5,29.66226429
165,29.63746338
165.5,29.73376124
166,29.7585705
166.5,29.7585705
167,29.78192239
167.5,29.78192239
168,29.85490965
168.5,29.85490965
169,29.85490965
169.5,29.90163164
170,29.90163164
170.5,29.92645595
171,29.94982209
171.5,29.97465083
172,29.97465083
172.5,30.0228544
173,30.0228544
173.5,30.04622898
174,30.14267122
174.5,30.2142956
175,30.2142956
175.5,30.2142956
176,30.2142956
176.5,30.23914959
177,30.31080134
177.5,30.28740259
178,30.33566492
178.5,30.40734462
179,30.40734462
179.5,30.43221801
180,30.47904547
180.5,32.43896153
181,32.46408868
181.5,32.46408868
182,32.48774114
182.5,32.48774114
183,32.51287549
183.5,32.58534249
184,32.61049141
184.5,32.61049141
185,32.63416445
185.5,32.65932074
186,32.65932074
186.5,32.68300074
187,32.70668413
187.5,32.73185146
188,32.75554189
188.5,32.73185146
189,32.73185146
189.5,32.80441425
190,32.75554189
190.5,32.80441425
191,32.80441425
191.5,32.82959665
192,32.82959665
192.5,32.8533013
193,32.8533013
193.5,32.8533013
194,32.87849132
194.5,32.8533013
195,32.87849132
195.5,32.90220317
196,32.90220317
196.5,32.92740085
197,32.95111994
197.5,32.95111994
198,32.95111994
198.5,32.97484256
199,33.00005173
199.5,33.00005173
200,33.00005173
200.5,33.02378167
201,33.07273596
201.5,33.07273596
202,33.04899865
202.5,33.04899865
203,33.04899865
203.5,33.07273596
204,33.07273596
204.5,33.12170554
205,33.14693829
205.5,33.0979608
206,33.12170554
206.5,33.14693829
207,33.14693829
207.5,33.14693829
208,33.14693829
208.5,33.1706905
209,33.19593122
209.5,33.19593122
210,33.19593122
210.5,33.21969096
211,33.24493971
211.5,33.21969096
212,33.24493971
212.5,33.31773881
213,33.29247805
213.5,33.29247805
214,33.31773881
214.5,33.31773881
215,33.34151749
215.5,33.34151749
216,33.3905728
216.5,33.41584994
217,33.3905728
217.5,33.41584994
218,33.43964409
218.5,33.43964409
219,33.41584994
219.5,33.46492951
220,33.46492951
220.5,33.48873147
221,33.48873147
221.5,33.53783504
222,33.61077653
222.5,33.58695493
223,33.63609122
223.5,33.73441349
224,33.75825924
224.5,33.80745358
225,33.80745358
225.5,33.90589308
226,33.85666482
226.5,33.88053094
227,33.92976748
227.5,33.92976748
228,33.90589308
228.5,33.90589308
229,33.90589308
229.5,33.88053094
230,33.90589308
230.5,33.92976748
231,33.92976748
231.5,34.02829219
232,34.00440106
232.5,34.00440106
233,34.00440106
233.5,34.02829219
234,34.053681
234.5,34.1029784
235,34.22555122
235.5,34.4965005
236,34.64493285
236.5,34.7184617
237,34.69294698
237.5,34.64493285
238,34.44706009
238.5,34.22555122
239,34.12688648
239.5,34.1029784
240,34.053681
240.5,34.12688648
241,34.053681
241.5,34.17620999
242,34.1029784
242.5,34.1029784
243,34.1029784
243.5,34.20013079
244,34.32428729
244.5,34.44706009
245,34.34823415
245.5,34.32428729
246,34.32428729
246.5,34.37368236
247,34.4965005
247.5,34.44706009
248,34.4710289
248.5,34.4710289
249,34.4710289
249.5,34.42159795
250,34.37368236
250.5,34.34823415
251,34.32428729
251.5,34.37368236
252,34.37368236
252.5,34.44706009
253,34.44706009
253.5,34.4710289
254,34.44706009
254.5,34.4710289
255,34.52047824
255.5,34.56994608
256,34.52047824
256.5,34.4965005
257,34.42159795
257.5,34.42159795
258,34.39763801
258.5,34.44706009
259,34.44706009
259.5,34.4965005
260,34.56994608
260.5,34.59543677
261,34.61943253
261.5,34.61943253
262,34.61943253
262.5,34.61943253
263,34.61943253
263.5,34.61943253
264,34.64493285
264.5,34.6689377
265,34.6689377
265.5,34.7184617
266,34.7184617
266.5,34.69294698
267,34.74248015
267.5,34.7184617
268,34.74248015
268.5,34.74248015
269,34.74248015
269.5,34.76800465
270,34.74248015
270.5,34.79203233
271,34.81756665
271.5,34.81756665
272,34.79203233
272.5,34.84160361
273,34.89119412
273.5,34.91674829
274,34.91674829
274.5,34.94080398
275,35.01450301
275.5,35.01450301
276,35.01450301
276.5,35.04008215
277,35.01450301
277.5,35.01450301
278,35.04008215
278.5,35.01450301
279,35.01450301
279.5,35.0641614
280,35.0897507
280.5,35.11383953
281,35.0897507
281.5,35.11383953
282,35.11383953
282.5,35.16353751
283,35.11383953
283.5,35.13943904
284,35.13943904
284.5,35.18914728
285,35.16353751
285.5,35.21325545
286,35.21325545
286.5,35.18914728
287,35.18914728
287.5,35.18914728
288,35.18914728
288.5,35.18914728
289,35.16353751
289.5,35.18914728
290,35.23887555
290.5,35.23887555
291,35.23887555
291.5,35.21325545
292,35.26299347
292.5,35.28711613
293,35.28711613
293.5,35.33688416
294,35.33688416
294.5,35.36253018
295,35.38667256
295.5,35.36253018
296,35.31275167
296.5,35.36253018
297,35.38667256
297.5,35.41232911
298,35.38667256
298.5,35.4863109
299,35.43648144
299.5,35.43648144
300,35.4863109
300.5,35.46214858
301,35.5119887
301.5,35.5119887
302,35.61021947
302.5,35.61021947
303,35.61021947
303.5,35.6601216
304,35.68583698
304.5,35.68583698
305,35.71004483
305.5,35.71004483
306,35.71004483
306.5,35.68583698
307,35.71004483
307.5,35.68583698
308,35.73577114
308.5,35.7599893
309,35.7599893
309.5,35.78572658
310,35.73577114
310.5,35.71004483
311,35.8099551
311.5,35.83570343
312,35.78572658
312.5,35.8099551
313,35.8099551
313.5,35.90995121
314,35.83570343
314.5,35.95998175
315,35.95998175
315.5,35.90995121
316,35.93420573
316.5,35.95998175
317,35.90995121
317.5,35.95998175
318,35.93420573
318.5,35.98424683
319,35.98424683
319.5,36.0100341
320,36.0100341
320.5,36.0343098
321,36.0343098
321.5,36.08439475
322,36.08439475
322.5,36.08439475
323,36.11020471
323.5,36.11020471
324,36.11020471
324.5,36.11020471
325,36.15880414
325.5,36.15880414
326,36.15880414
326.5,36.18463109
327,36.23478272
327.5,36.20894424
328,36.20894424
328.5,36.23478272
329,36.25910674
329.5,36.30929176
330,36.30929176
330.5,36.30929176
331,36.30929176
331.5,36.30929176
332,36.35949941
332.5,36.35949941
333,36.38537284
333.5,36.40972983
334,36.43409219
334.5,36.40972983
335,36.45998312
335.5,36.43409219
336,36.40972983
336.5,36.40972983
337,36.45998312
337.5,36.43409219
338,36.48435662
338.5,36.45998312
339,36.5102594
339.5,36.48435662
340,36.5605588
340.5,36.5346441
341,36.5605588
341.5,36.5605588
342,36.58495475
342.5,36.5605588
343,36.61088144
343.5,36.58495475
344,36.6352887
344.5,36.61088144
345,36.6352887
345.5,36.66122744
346,36.66122744
346.5,36.71159691
347,36.68564606
347.5,36.71159691
348,36.71159691
348.5,36.71159691
349,36.76046257
349.5,36.76046257
350,36.78643152
350.5,36.81087864
351,36.86131856
351.5,36.83685986
352,36.81087864
352.5,36.83685986
353,36.83685986
353.5,36.86131856
354,36.83685986
354.5,36.86131856
355,36.8873121
355.5,36.86131856
356,36.8873121
356.5,36.8873121
357,36.91178243
357.5,36.91178243
358,36.96227038
358.5,36.98828877
359,36.96227038
359.5,36.98828877
360,37.01278254
360.5,37.08783036
361,37.13840319
361.5,37.11387996
362,37.11387996
362.5,37.13840319
363,37.16446547
363.5,37.18900066
364,37.16446547
364.5,37.16446547
365,37.21507568
365.5,37.23962288
366,37.21507568
366.5,37.21507568
367,37.23962288
367.5,37.23962288
368,37.2657107
368.5,37.29026999
369,37.29026999
369.5,37.31483515
370,37.29026999
370.5,37.29026999
371,37.36551943
371.5,37.31483515
372,37.31483515
372.5,37.39163934
373,37.36551943
373.5,37.39163934
374,37.39163934
374.5,37.39163934
375,37.39163934
375.5,37.44236183
376,37.4162289
376.5,37.4162289
377,37.44236183
377.5,37.46696368
378,37.4931097
378.5,37.4931097
379,37.4931097
379.5,37.5177239
380,37.54388308
380.5,37.56850969
381,37.54388308
381.5,37.59314234
382,37.56850969
382.5,37.59314234
383,37.67015846
383.5,37.69481617
384,37.69481617
384.5,37.69481617
385,37.74569203
385.5,37.72102169
386,37.72102169
386.5,37.79659402
387,37.771911
387.5,37.771911
388,37.771911
388.5,37.79659402
389,37.79659402
389.5,37.84752227
390,37.84752227
390.5,37.84752227
391,37.84752227
391.5,37.87376832
392,37.84752227
392.5,37.84752227
393,37.8984769
393.5,37.84752227
394,37.8984769
394.5,37.8984769
395,37.92319171
395.5,37.94945804
396,37.92319171
396.5,37.94945804
397,37.97418575
397.5,37.97418575
398,38.00046583
398.5,38.0252065
399,38.07625408
399.5,38.0252065
400,38.07625408
400.5,38.07625408
401,38.07625408
401.5,38.10256182
402,38.12732861
402.5,38.12732861
403,38.10256182
403.5,38.12732861
404,38.12732861
404.5,38.12732861
405,38.17843023
405.5,38.12732861
406,38.1536503
406.5,38.17843023
407,38.1536503
407.5,38.22955907
408,38.22955907
408.5,38.22955907
409,38.25435865
409.5,38.22955907
410,38.25435865
410.5,38.25435865
411,38.30552814
411.5,38.22955907
412,38.30552814
412.5,38.30552814
413,38.35672517
413.5,38.28071526
414,38.35672517
414.5,38.40794987
415,38.38311019
415.5,38.40794987
416,38.38311019
416.5,38.38311019
417,38.43434919
417.5,38.43434919
418,38.43434919
418.5,38.43434919
419,38.45920237
419.5,38.5104828
420,38.58667828
420.5,38.53535613
421,38.5104828
421.5,38.53535613
422,38.5104828
422.5,38.58667828
423,38.5104828
423.5,38.58667828
424,38.5617913
424.5,38.5617913
425,38.5617913
425.5,38.5617913
426,38.61312798
426.5,38.61312798
427,38.63802869
427.5,38.664493
428,38.63802869
428.5,38.664493
429,38.664493
429.5,38.68940748
430,38.664493
430.5,38.68940748
431,38.664493
431.5,38.664493
432,38.664493
432.5,38.664493
433,38.664493
433.5,38.664493
434,38.664493
434.5,38.71588647
435,38.71588647
435.5,38.7408148
436,38.76730853
436.5,38.79225077
437,38.7408148
437.5,38.76730853
438,38.76730853
438.5,38.7408148
439,38.76730853
439.5,38.84371553
440,38.84371553
440.5,38.81719977
441,38.79225077
441.5,38.79225077
442,38.81719977
442.5,38.84371553
443,38.86867854
443.5,38.86867854
444,38.86867854
444.5,38.86867854
445,38.86867854
445.5,38.92018629
446,38.92018629
446.5,38.92018629
447,38.92018629
447.5,38.94673194
448,38.97172316
448.5,38.94673194
449,38.97172316
449.5,39.04986511
450,39.04986511
450.5,39.04986511
451,39.04986511
451.5,39.04986511
452,39.0748848
452.5,39.0748848
453,39.12650983
453.5,39.12650983
454,39.12650983
454.5,39.12650983
455,39.04986511
455.5,39.02328928
456,39.0748848
456.5,39.09991142
457,39.09991142
457.5,39.0748848
458,39.09991142
458.5,39.09991142
459,39.09991142
459.5,39.12650983
460,39.15155082
460.5,39.15155082
461,39.15155082
461.5,39.15155082
462,39.17816453
462.5,39.20321994
463,39.20321994
463.5,39.20321994
464,39.20321994
464.5,39.20321994
465,39.17816453
465.5,39.20321994
466,39.20321994
466.5,39.20321994
467,39.20321994
467.5,39.20321994
468,39.20321994
468.5,39.15155082
469,39.20321994
469.5,39.20321994
470,39.20321994
470.5,39.20321994
471,39.15155082
471.5,39.17816453
472,39.20321994
472.5,39.20321994
473,39.17816453
473.5,39.20321994
474,39.20321994
474.5,39.17816453
475,39.22984902
475.5,39.22984902
476,39.28156344
476.5,39.25491893
477,39.25491893
477.5,39.25491893
478,39.25491893
478.5,39.28156344
479,39.28156344
479.5,39.28156344
480,39.25491893
480.5,39.28156344
481,39.28156344
481.5,39.28156344
482,39.28156344
482.5,39.30664791
483,39.30664791
483.5,39.33330792
484,39.35840702
484.5,39.35840702
485,39.35840702
485.5,39.35840702
486,39.38351324
486.5,39.35840702
487,39.38351324
487.5,39.35840702
488,39.38351324
488.5,39.33330792
489,39.4101964
489.5,39.43531734
490,39.4101964
490.5,39.43531734
491,39.43531734
491.5,39.4101964
492,39.4101964
492.5,39.43531734
493,39.43531734
493.5,39.4101964
494,39.43531734
494.5,39.43531734
495,39.4101964
495.5,39.46201619
496,39.43531734
496.5,39.46201619
497,39.53901711
497.5,39.53901711
498,39.48715192
498.5,39.48715192
499,39.48715192
499.5,39.56574754
500,39.56574754
500.5,39.59091306
501,39.56574754
501.5,39.61765937
502,39.59091306
502.5,39.61765937
503,39.64283988
503.5,39.59091306
504,39.61765937
504.5,39.61765937
505,39.64283988
505.5,39.64283988
506,39.64283988
506.5,39.66960217
507,39.66960217
507.5,39.69479774
508,39.66960217
508.5,39.66960217
509,39.66960217
509.5,39.69479774
510,39.66960217
510.5,39.64283988
511,39.66960217
511.5,39.69479774
512,39.69479774
512.5,39.66960217
513,39.72000063
513.5,39.69479774
514,39.69479774
514.5,39.69479774
515,39.72000063
515.5,39.72000063
516,39.72000063
516.5,39.74678676
517,39.74678676
517.5,39.74678676
518,39.82404037
518.5,39.85085885
519,39.82404037
519.5,39.85085885
520,39.87610743
520.5,39.85085885
521,39.82404037
521.5,39.85085885
522,39.87610743
522.5,39.87610743
523,39.85085885
523.5,39.87610743
524,39.90294221
524.5,39.87610743
525,39.90294221
525.5,39.87610743
526,39.90294221
526.5,39.90294221
527,39.90294221
527.5,39.90294221
528,39.95505729
528.5,39.98033667
529,39.95505729
529.5,39.98033667
530,40.00562355
530.5,40.00562355
531,40.00562355
531.5,39.98033667
532,39.98033667
532.5,40.03249911
533,40.00562355
533.5,40.03249911
534,39.98033667
534.5,40.03249911
535,40.00562355
535.5,39.98033667
536,40.03249911
536.5,40.00562355
537,39.98033667
537.5,40.03249911
538,40.00562355
538.5,39.95505729
539,40.05780154
539.5,39.98033667
540,40.00562355
540.5,40.00562355
541,40.03249911
541.5,40.21452893
542,40.21452893
542.5,40.18917949
543,40.18917949
543.5,40.21452893
544,40.2414711
544.5,40.18917949
545,40.18917949
545.5,40.2414711
546,40.21452893
546.5,40.21452893
547,40.21452893
547.5,40.18917949
548,40.2414711
548.5,40.21452893
549,40.2414711
549.5,40.2414711
550,40.26683636
550.5,40.26683636
551,40.2414711
551.5,40.2414711
552,40.26683636
552.5,40.26683636
553,40.26683636
553.5,40.2922093
554,40.26683636
554.5,40.2922093
555,40.2922093
555.5,40.2922093
556,40.2922093
556.5,40.26683636
557,40.31917649
557.5,40.31917649
558,40.3715495
558.5,40.31917649
559,40.34456535
559.5,40.31917649
560,40.34456535
560.5,40.34456535
561,40.3715495
561.5,40.3715495
562,40.31917649
562.5,40.3715495
563,40.3715495
563.5,40.39695434
564,40.39695434
564.5,40.3715495
565,40.39695434
565.5,40.39695434
566,40.4239555
566.5,40.4493764
567,40.39695434
567.5,40.3715495
568,40.4493764
568.5,40.39695434
569,40.4493764
569.5,40.39695434
570,40.4239555
570.5,40.4493764
571,40.4493764
571.5,40.47639466
572,40.4493764
572.5,40.4239555
573,40.4493764
573.5,40.47639466
574,40.47639466
574.5,40.4493764
575,40.4493764
575.5,40.4493764
576,40.4493764
576.5,40.50183168
577,40.39695434
577.5,40.4239555
578,40.39695434
578.5,40.39695434
579,40.39695434
579.5,40.39695434
580,40.4493764
580.5,40.4239555
581,40.47639466
581.5,40.4493764
582,40.39695434
582.5,40.4493764
583,40.4493764
583.5,40.4239555
584,40.47639466
584.5,40.47639466
585,40.47639466
585.5,40.50183168
586,40.47639466
586.5,40.50183168
587,40.50183168
587.5,40.50183168
588,40.50183168
588.5,40.50183168
589,40.50183168
589.5,40.50183168
590,40.52886711
590.5,40.55432032
591,40.52886711
591.5,40.52886711
592,40.50183168
592.5,40.50183168
593,40.50183168
593.5,40.55432032
594,40.55432032
594.5,40.52886711
595,40.581373
595.5,40.581373
596,40.55432032
596.5,40.55432032
597,40.55432032
597.5,40.581373
598,40.52886711
598.5,40.581373
599,40.55432032
599.5,40.55432032
600,40.55432032
600.5,40.581373
601,40.52886711
601.5,40.581373
602,40.55432032
602.5,40.581373
603,40.581373
603.5,40.60684248
604,40.60684248
604.5,40.581373
605,40.60684248
605.5,40.581373
606,40.581373
606.5,40.581373
607,40.581373
607.5,40.581373
608,40.581373
608.5,40.581373
609,40.60684248
609.5,40.52886711
610,40.60684248
610.5,40.581373
611,40.581373
611.5,40.581373
612,40.60684248
612.5,40.60684248
613,40.60684248
613.5,40.581373
614,40.581373
614.5,40.60684248
615,40.581373
615.5,40.581373
616,40.63231987
616.5,40.60684248
617,40.60684248
617.5,40.581373
618,40.60684248
618.5,40.581373
619,40.63231987
619.5,40.65939829
620,40.65939829
620.5,40.65939829
621,40.65939829
621.5,40.63231987
622,40.65939829
622.5,40.65939829
623,40.60684248
623.5,40.65939829
624,40.65939829
624.5,40.65939829
625,40.65939829
625.5,40.65939829
626,40.60684248
626.5,40.65939829
627,40.65939829
627.5,40.68489206
628,40.68489206
628.5,40.68489206
629,40.65939829
629.5,40.71198791
630,40.68489206
630.5,40.68489206
631,40.68489206
631.5,40.65939829
632,40.71198791
632.5,40.71198791
633,40.68489206
633.5,40.68489206
634,40.68489206
634.5,40.71198791
635,40.71198791
635.5,40.68489206
636,40.71198791
636.5,40.71198791
637,40.73749812
637.5,40.71198791
638,40.71198791
638.5,40.71198791
639,40.73749812
639.5,40.71198791
640,40.71198791
640.5,40.71198791
641,40.71198791
641.5,40.71198791
642,40.71198791
642.5,40.71198791
643,40.68489206
643.5,40.71198791
644,40.71198791
644.5,40.71198791
645,40.71198791
645.5,40.73749812
646,40.71198791
646.5,40.71198791
647,40.71198791
647.5,40.71198791
648,40.71198791
648.5,40.71198791
649,40.71198791
649.5,40.71198791
650,40.76461148
650.5,40.73749812
651,40.73749812
651.5,40.73749812
652,40.71198791
652.5,40.76461148
653,40.73749812
653.5,40.71198791
654,40.71198791
654.5,40.71198791
655,40.71198791
655.5,40.73749812
656,40.73749812
656.5,40.76461148
657,40.73749812
657.5,40.76461148
658,40.81726914
658.5,40.7901382
659,40.76461148
659.5,40.7901382
660,40.7901382
660.5,40.76461148
661,40.7901382
661.5,40.7901382
662,40.7901382
662.5,40.73749812
663,40.76461148
663.5,40.73749812
664,40.73749812
664.5,40.7901382
665,40.73749812
665.5,40.71198791
666,40.76461148
666.5,40.73749812
667,40.73749812
667.5,40.73749812
668,40.76461148
668.5,40.73749812
669,40.73749812
669.5,40.76461148
670,40.73749812
670.5,40.73749812
671,40.73749812
671.5,40.73749812
672,40.71198791
672.5,40.73749812
673,40.73749812
673.5,40.76461148
674,40.7901382
674.5,40.76461148
675,40.73749812
675.5,40.73749812
676,40.73749812
676.5,40.73749812
677,40.71198791
677.5,40.73749812
678,40.76461148
678.5,40.73749812
679,40.73749812
679.5,40.7901382
680,40.73749812
680.5,40.76461148
681,40.7901382
681.5,40.7901382
682,40.76461148
682.5,40.81726914
683,40.7901382
683.5,40.7901382
684,40.81726914
684.5,40.76461148
685,40.76461148
685.5,40.76461148
686,40.76461148
686.5,40.73749812
687,40.76461148
687.5,40.71198791
688,40.76461148
688.5,40.76461148
689,40.7901382
689.5,40.73749812
690,40.71198791
690.5,40.71198791
691,40.73749812
691.5,40.73749812
692,40.73749812
692.5,40.7901382
693,40.71198791
693.5,40.76461148
694,40.76461148
694.5,40.76461148
695,40.7901382
695.5,40.81726914
696,40.7901382
696.5,40.7901382
697,40.7901382
697.5,40.7901382
698,40.73749812
698.5,40.7901382
699,40.76461148
699.5,40.73749812
700,40.73749812
700.5,40.73749812
701,40.73749812
701.5,40.71198791
702,40.76461148
702.5,40.7901382
703,40.76461148
703.5,40.7901382
704,40.7901382
704.5,40.73749812
705,40.73749812
705.5,40.7901382
706,40.73749812
706.5,40.73749812
707,40.73749812
707.5,40.73749812
708,40.73749812
708.5,40.71198791
709,40.71198791
709.5,40.76461148
710,40.76461148
710.5,40.76461148
711,40.73749812
711.5,40.71198791
712,40.71198791
712.5,40.68489206
713,40.68489206
713.5,40.68489206
714,40.71198791
714.5,40.71198791
715,40.65939829
715.5,40.68489206
716,40.65939829
716.5,40.55432032
717,40.50183168
717.5,40.47639466
718,40.52886711
718.5,40.52886711
719,40.55432032
719.5,40.581373
720,40.60684248
720.5,40.63231987
721,40.63231987
721.5,40.68489206
722,40.581373
722.5,40.581373
723,40.581373
723.5,40.581373
724,40.60684248
724.5,40.60684248
725,40.60684248
725.5,40.60684248
726,40.581373
726.5,40.581373
727,40.60684248
727.5,40.60684248
728,40.60684248
728.5,40.50183168
729,40.31917649
729.5,40.05780154
730,39.82404037
730.5,39.48715192
731,39.15155082
731.5,38.7408148
732,38.28071526
732.5,37.8228265
733,37.31483515
733.5,36.91178243
734,36.58495475
734.5,36.25910674
735,36.15880414
735.5,36.18463109
736,36.08439475
736.5,35.95998175
737,36.23478272
737.5,36.71159691
738,37.23962288
738.5,37.771911
739,38.12732861
739.5,38.43434919
740,38.7408148
740.5,38.99828386
741,39.15155082
741.5,39.35840702
742,39.43531734
742.5,39.48715192
743,39.56574754
743.5,39.66960217
744,39.66960217
744.5,39.82404037
745,39.77200481
745.5,39.87610743
746,39.87610743
746.5,39.82404037
747,39.87610743
747.5,39.98033667
748,39.98033667
748.5,40.03249911
749,40.05780154
749.5,40.08469364
750,40.11001167
750.5,40.16225408
751,40.18917949
751.5,40.18917949
752,40.21452893
752.5,40.21452893
753,40.2414711
753.5,40.2414711
754,40.26683636
754.5,40.26683636
755,40.26683636
755.5,40.26683636
756,40.2922093
756.5,40.26683636
757,40.26683636
757.5,40.2922093
758,40.2922093
758.5,40.2922093
759,40.26683636
759.5,40.2922093
760,40.2922093
760.5,40.2922093
761,40.26683636
761.5,40.2922093
762,40.26683636
762.5,40.26683636
763,40.31917649
763.5,40.2922093
764,40.31917649
764.5,40.34456535
765,40.31917649
765.5,40.2922093
766,40.31917649
766.5,40.34456535
767,40.2922093
767.5,40.31917649
768,40.31917649
768.5,40.2922093
769,40.31917649
769.5,40.3715495
770,40.2922093
770.5,40.31917649
771,40.34456535
771.5,40.34456535
772,40.2922093
772.5,40.26683636
773,40.31917649
773.5,40.2922093
774,40.31917649
774.5,40.2922093
775,40.31917649
775.5,40.2414711
776,40.26683636
776.5,40.2414711
777,40.2414711
777.5,40.18917949
778,40.21452893
778.5,40.16225408
779,40.11001167
779.5,40.11001167
780,40.11001167
