time,temp
0,23.2588776
0.5,23.16438941
1,23.16438941
1.5,23.0916913
2,23.04370325
2.5,23.02043419
3,22.94770928
3.5,22.8764252
4,22.82840976
4.5,22.82840976
5,22.73235957
5.5,22.68432461
6,22.63773884
6.5,22.63773884
7,22.5649357
7.5,22.51687686
8,22.49357307
8.5,22.44550366
9,22.37265738
9.5,22.32602685
10,22.27793171
10.5,22.22982895
11,22.20504572
11.5,22.15693119
12,22.10880877
12.5,22.06213695
13,22.18171844
13.5,22.22982895
14,22.32602685
14.5,22.39742701
15,22.49357307
15.5,22.58969055
16,22.66103252
16.5,22.70907073
17,22.75710226
17.5,22.75710226
18,22.82840976
18.5,22.82840976
19,22.85314578
19.5,22.90115797
20,22.97243731
20.5,22.97243731
21,22.99570928
21.5,23.02043419
22,23.04370325
22.5,22.99570928
23,22.99570928
23.5,23.04370325
24,23.0684251
24.5,23.04370325
25,23.0684251
25.5,23.0916913
26,23.0916913
26.5,23.0916913
27,23.11641014
27.5,23.13967353
28,23.11641014
28.5,23.13967353
29,23.11641014
29.5,23.13967353
30,23.13967353
30.5,23.13967353
31,23.21090937
31.5,23.13967353
32,23.16438941
32.5,23.16438941
33,23.16438941
33.5,23.16438941
34,23.21090937
34.5,23.2588776
35,23.4986391
35.5,23.73827744
36,23.9531317
36.5,24.21578588
37,24.50154332
37.5,24.54940111
38,24.54940111
38.5,24.57405408
39,24.54940111
39.5,24.6204578
40,24.69295893
40.5,24.76400481
41,24.85969164
41.5,24.95537048
42,25.0742343
42.5,25.24091789
43,25.36121074
43.5,25.45541179
44,25.5032358
44.5,25.55105917
45,25.55105917
45.5,25.57569524
46,25.62351785
46.5,25.64670442
47,25.74234835
47.5,25.86117805
48,25.95682193
48.5,26.02783105
49,26.14811434
49.5,26.195939
50,26.3147798
50.5,26.43362721
51,26.52929072
51.5,26.69599213
52,26.8395183
52.5,26.91056354
53,27.05411984
53.5,27.07877322
54,27.17304275
54.5,27.24556528
55,27.38772982
55.5,27.55604411
56,27.65037761
56.5,27.7461777
57,27.88990846
57.5,27.98575055
58,28.12954804
58.5,28.24868594
59,28.3925652
59.5,28.48705761
60,28.55975879
60.5,28.60774877
61,28.67901741
61.5,28.75175413
62,28.798313
62.5,28.871073
63,28.96713871
63.5,29.03847722
64,29.13458934
64.5,29.59078505
65,30.11928799
65.5,30.40734462
66,30.43221801
66.5,30.4556306
67,30.4556306
67.5,30.4556306
68,30.52734587
68.5,30.60054709
69,30.64887244
69.5,30.76899756
70,30.86572999
70.5,30.91411198
71,30.98597159
71.5,31.0094411
72,31.10627994
72.5,31.10627994
73,31.13123041
73.5,31.13123041
74,31.03438025
74.5,31.1796721
75,31.44556971
75.5,31.76040448
76,31.95338703
76.5,32.07576292
77,32.09936295
77.5,32.05069127
78,32.19674593
78.5,32.29418247
79,32.29418247
79.5,32.26908001
80,32.3178116
80.5,32.36655684
81,32.43896153
81.5,32.61049141
82,32.82959665
82.5,33.02378167
83,33.26870703
83.5,33.51402522
84,33.73441349
84.5,33.90589308
85,34.053681
85.5,34.24948065
86,34.4965005
86.5,34.76800465
87,34.96636815
87.5,35.11383953
88,35.28711613
